STATE_UT_NAME,DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
JHARKHAND,LOHARDAGA,14.1,20.9,20.7,18.3,38.9,186.5,298.2,289.8,230.5,57.7,13.1,8.4,1197.1,35,77.9,1005,79.2
JHARKHAND,CHATRA,19.4,18.5,11.2,5.8,17.8,157.7,336.5,303,234.1,55.7,5.2,7,1171.9,37.9,34.8,1031.3,67.9
JHARKHAND,KODERMA,21,12.1,13,10,28.5,172.7,270.9,268,218,86.5,8.2,7.3,1116.2,33.1,51.5,929.6,102
JHARKHAND,PAKUR,14.6,12.8,15.2,34.2,86.1,228.5,377.5,339.2,341,143.7,13.4,6.2,1612.4,27.4,135.5,1286.2,163.3
JHARKHAND,EAST SINGHBHU,14.7,18.4,20.7,31.9,63.3,225.5,293.7,312.7,225.7,68.4,12.5,5.2,1292.7,33.1,115.9,1057.6,86.1
JHARKHAND,GARHWA,16,9.6,10.6,6.8,10.5,120.9,288.1,292.8,226,52.6,2.6,5.3,1041.8,25.6,27.9,927.8,60.5
JHARKHAND,SERAIKELA-KHA,18,21.1,21.8,24.3,51.4,240.7,322.5,321.9,250.4,71.8,10.3,5.4,1359.6,39.1,97.5,1135.5,87.5
JHARKHAND,JAMTARA,14.4,20.7,18.5,16.3,66.4,209.4,346.2,342.3,295.9,127.6,12.7,5.6,1476,35.1,101.2,1193.8,145.9
JHARKHAND,LATEHAR,16.6,18.6,20.4,9,22.7,168.6,340.7,288.5,224,66.6,7.8,8,1191.5,35.2,52.1,1021.8,82.4
JHARKHAND,SIMDEGA,19.1,18.9,15.5,23.9,35,237.8,459.4,404.7,281.2,58.8,12.6,6.2,1573.1,38,74.4,1383.1,77.6
JHARKHAND,KHUNTI(RANCHI,22.6,24.4,24.2,17.4,45.4,243.3,379.8,360.5,267.5,71.4,16.9,9.4,1482.8,47,87,1251.1,97.7
JHARKHAND,RAMGARH,12.5,15,13.3,20.7,47.3,207.1,323.8,287.4,235.5,68.8,9.2,7.7,1248.3,27.5,81.3,1053.8,85.7
BIHAR,BHAGALPUR,17.7,10.5,10.2,23.2,65.5,197.8,291,261,227.5,88.5,8.6,6.4,1207.9,28.2,98.9,977.3,103.5
BIHAR,EAST CHAMPARAN,12.7,9.7,7.8,13.2,49.1,163.5,354.5,297.4,206.2,73.2,4.4,6,1197.7,22.4,70.1,1021.6,83.6
BIHAR,DARBHANGA,16,9.5,12.3,21.3,59.9,156.7,296.5,285.1,186.3,66.7,8.6,4.7,1123.6,25.5,93.5,924.6,80
BIHAR,GAYA,14.6,10.9,8.7,6.1,18,128.2,298.1,271.9,180.5,53.7,7.5,5.7,1003.9,25.5,32.8,878.7,66.9
BIHAR,MUNGER,12.9,7,10,14.3,44.9,165.5,305.7,271.1,231.7,71.4,6.5,5.8,1146.8,19.9,69.2,974,83.7
BIHAR,MUZAFFARPUR,13.4,8.9,7.3,13.3,54,161,326.1,291.7,202.3,63.9,7.8,4.8,1154.5,22.3,74.6,981.1,76.5
BIHAR,WEST CHAMPARAN,18.6,10.8,12.8,18.3,56.3,229.3,447,349.3,249.4,65.9,5.1,9.2,1472,29.4,87.4,1275,80.2
BIHAR,PURNEA,9.1,9,12.9,33.7,121.6,244.8,434.2,338.6,295.7,83.4,8.2,7,1598.2,18.1,168.2,1313.3,98.6
BIHAR,GOPALGANJ,14.9,10.5,7,12.5,31.6,155.4,309.8,304.3,220.4,55.9,6,7.2,1135.5,25.4,51.1,989.9,69.1
BIHAR,MADHUBANI,11.1,9.5,9.3,30.8,79.3,185.2,375.5,307.1,191.7,76,5.7,12.1,1293.3,20.6,119.4,1059.5,93.8
BIHAR,AURANGABAD,18.1,11.2,7.8,5.7,14.4,122.1,290,253.9,193.6,44.3,7.8,6,974.9,29.3,27.9,859.6,58.1
BIHAR,BEGUSARAI,8.1,8.4,13.2,17.3,48.9,154.3,296.8,255.3,215.2,63,4.8,5.4,1090.7,16.5,79.4,921.6,73.2
BIHAR,BHOJPUR,12.5,13.4,6.9,10.3,24.9,108.7,334.6,277.6,203.5,45.1,8.6,5.4,1051.5,25.9,42.1,924.4,59.1
BIHAR,NALANDA,11.8,9,9.1,6.1,27.9,127.6,283.6,263.3,202.3,50.7,5.1,5.7,1002.2,20.8,43.1,876.8,61.5
BIHAR,PATNA,13,9.4,9.6,8.1,26.4,125.4,333.7,264.5,217.7,55.5,7.3,4.2,1074.8,22.4,44.1,941.3,67
BIHAR,KATIHAR,12.3,7.4,9.2,24.6,96,212.2,358.9,269.8,269,74.2,5,4.1,1342.7,19.7,129.8,1109.9,83.3
BIHAR,KHAGARIA,9.5,4.2,7.7,15.4,46.3,184,311,297.7,265,82.2,7,3.9,1233.9,13.7,69.4,1057.7,93.1
BIHAR,SARAN,16.3,9.4,8.5,9.3,35.6,133.2,334.1,291.8,214.4,59.2,6.5,5.5,1123.8,25.7,53.4,973.5,71.2
BIHAR,MADHEPURA,12,9.4,12.3,29.6,84.5,212.8,377.3,304.3,259.1,70.6,13,7.8,1392.7,21.4,126.4,1153.5,91.4
BIHAR,NAWADA,13,9.5,9.6,5.6,34.1,135.2,301.8,276,183.6,62.4,6.2,4.8,1041.8,22.5,49.3,896.6,73.4
BIHAR,ROHTAS,13,12.8,9.1,5.9,13.9,90,275.2,278.4,190.9,43,12.1,4.8,949.1,25.8,28.9,834.5,59.9
BIHAR,SAMASTIPUR,15,8.2,10.9,15.2,42.7,176.6,315.1,289.1,244.4,64.4,6.9,3.8,1192.3,23.2,68.8,1025.2,75.1
BIHAR,SITAMARHI,9.7,8.5,9.9,25.6,71.5,200.6,396.6,307.5,179.7,71.7,3.9,7.9,1293.1,18.2,107,1084.4,83.5
BIHAR,SIWAN,15.1,12.6,9.7,9.6,27.5,137.4,339.1,287.7,240,43.3,8.2,5.2,1135.4,27.7,46.8,1004.2,56.7
BIHAR,VAISHALI,15.3,8.4,7.2,14.6,26.8,137.6,375,285.3,223.7,73.3,5.4,3.9,1176.5,23.7,48.6,1021.6,82.6
BIHAR,JAHANABAD,12.8,7.6,7,13.1,23.1,112.5,255.6,255.8,196.5,39.1,7.7,5.8,936.6,20.4,43.2,820.4,52.6
BIHAR,BUXAR,14.1,6.7,6.8,3.7,17.6,110.9,287.1,263,200.2,53.7,6.8,4.8,975.4,20.8,28.1,861.2,65.3
BIHAR,ARARIA,13.8,8,15.4,36.8,114.5,271.7,444.6,352.4,278.3,84,7.4,5.3,1632.2,21.8,166.7,1347,96.7
BIHAR,BANKA,10.1,9.3,11.7,15.7,45.9,138.2,271.1,241.7,214.9,84.6,5.7,5.6,1054.5,19.4,73.3,865.9,95.9
BIHAR,BHABUA,26.4,16.4,10,5.5,18.6,131,311.7,299.4,253,42.4,5.5,6.4,1126.3,42.8,34.1,995.1,54.3
BIHAR,JAMUI,10.1,8.2,9,9.4,35.1,163.4,311.9,253.3,223.2,70.9,9,3.8,1107.3,18.3,53.5,951.8,83.7
BIHAR,KISHANGANJ,10.2,8.2,17.5,51.7,155.7,368.1,579.1,463.5,344.8,80.4,6.8,4.6,2090.6,18.4,224.9,1755.5,91.8
BIHAR,SHEIKHPURA,13.7,8.2,8.2,9.7,33.5,144.2,291.6,240.3,189.6,58.1,6.3,5,1008.4,21.9,51.4,865.7,69.4
BIHAR,SUPAUL,7.6,8.7,12.7,23,83.3,200.3,375.1,270.2,210,74.7,4.5,3.7,1273.8,16.3,119,1055.6,82.9
BIHAR,LAKHISARAI,12.9,7,10,14.3,44.9,165.5,305.7,271.1,231.7,71.4,6.5,5.8,1146.8,19.9,69.2,974,83.7
BIHAR,SHEOHAR,9.7,8.5,9.9,25.6,71.5,200.6,396.6,307.5,179.7,71.7,3.9,7.9,1293.1,18.2,107,1084.4,83.5
BIHAR,ARWAL,15.9,6.8,5.2,3.2,11.2,112.8,245.4,249.6,181.9,33.3,5.2,3.9,874.4,22.7,19.6,789.7,42.4
BIHAR,SAHARSA,6.1,10.9,12.8,39.6,107.1,249.4,515.1,352.8,290.8,94.6,3.7,10,1692.9,17,159.5,1408.1,108.3
UTTAR PRADESH,ALLAHABAD,17.5,10,7.6,3.6,6.6,82.1,265.5,278.8,182.3,34.6,9.4,4.6,902.6,27.5,17.8,808.7,48.6
UTTAR PRADESH,AZAMGARH,12.6,10.2,8.8,6.1,15.5,95.4,334.3,291.4,231.6,41.5,6.9,4,1058.3,22.8,30.4,952.7,52.4
UTTAR PRADESH,BAHRAICH,20.8,16,12.5,9,32.9,154.4,336.8,297.2,205.4,51.2,2.5,9.9,1148.6,36.8,54.4,993.8,63.6
UTTAR PRADESH,BALLIA,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,928.2,19.2,32.2,827.2,49.6
UTTAR PRADESH,BANDA,17.6,11.6,6.3,4.5,12.1,92.1,261,316.4,170.9,36.4,5.5,8.8,943.2,29.2,22.9,840.4,50.7
UTTAR PRADESH,BARABANKI,16.9,14.4,8.1,5.8,17.8,112.1,309.7,284.4,224.3,50.3,2.9,8.7,1055.4,31.3,31.7,930.5,61.9
UTTAR PRADESH,BASTI,15.4,10.4,10.9,5.5,20.7,129.4,324.5,289.3,200.4,46.5,2.2,7.5,1062.7,25.8,37.1,943.6,56.2
UTTAR PRADESH,DEORIA,13.7,17.8,9.2,8.7,24,133.3,316.6,299.9,201.1,53.1,4,5.6,1087,31.5,41.9,950.9,62.7
UTTAR PRADESH,FAIZABAD,18.7,12.4,7.2,4.5,18.8,123,346.6,309.6,210.5,51,2.9,8.8,1114,31.1,30.5,989.7,62.7
UTTAR PRADESH,FARRUKHABAD,15.1,11.1,8,5,12.8,73.5,246,282.3,141.6,52.1,2.4,3.4,853.3,26.2,25.8,743.4,57.9
UTTAR PRADESH,FATEHPUR,18.3,11.7,7.2,4.7,8.6,82.2,261.5,286,182.8,39.4,4.9,7.9,915.2,30,20.5,812.5,52.2
UTTAR PRADESH,GHAZIPUR,15.7,9.4,8,4.7,13.9,98.8,266.7,305.7,211.8,49.2,9.6,2.3,995.8,25.1,26.6,883,61.1
UTTAR PRADESH,GONDA,16.9,9.4,8.3,6.3,22.3,145,335.4,316.6,230.2,59.1,1.6,9,1160.1,26.3,36.9,1027.2,69.7
UTTAR PRADESH,GORAKHPUR,18.9,10.9,10.9,11.5,27.2,166.9,372.4,384.2,252,69.1,6.4,7.9,1338.3,29.8,49.6,1175.5,83.4
UTTAR PRADESH,HARDOI,18.2,13.1,9.5,5.8,16.9,87.3,264.5,268.5,167.6,57.6,2.7,6.5,918.2,31.3,32.2,787.9,66.8
UTTAR PRADESH,JAUNPUR,15.2,10.4,6.9,4.6,11.8,91.2,304.7,255.8,222.4,32.1,7.4,5.6,968.1,25.6,23.3,874.1,45.1
UTTAR PRADESH,KANPUR NAGAR,16.8,11.9,6,2.6,7.7,62.2,226.4,263.9,144.3,54.9,2.5,7.2,806.4,28.7,16.3,696.8,64.6
UTTAR PRADESH,KHERI LAKHIMP,21.4,16.2,11.8,6.5,29.1,131.4,297.2,303.3,194.2,63.8,2,8.4,1085.3,37.6,47.4,926.1,74.2
UTTAR PRADESH,LUCKNOW,18.1,12.3,7.3,4.1,12.2,85.9,254.6,262.2,169.8,47.9,4.1,6.8,885.3,30.4,23.6,772.5,58.8
UTTAR PRADESH,MIRZAPUR,18,12.6,10,3.8,10.3,91,288.3,290.4,231.4,32.9,9.6,4.9,1003.2,30.6,24.1,901.1,47.4
UTTAR PRADESH,PRATAPGARH,15.2,9.9,8.1,2,9,81.9,288.7,284.1,197.1,34.3,6.8,6.5,943.6,25.1,19.1,851.8,47.6
UTTAR PRADESH,RAE BARELI,14,9.3,5.8,3,7.6,68.7,257.7,255.9,168,53.5,1.5,8,853,23.3,16.4,750.3,63
UTTAR PRADESH,SITAPUR,18.5,12.1,11.8,5.4,18.4,113.6,272.6,278,200.6,60.1,3.7,8.5,1003.3,30.6,35.6,864.8,72.3
UTTAR PRADESH,SULTANPUR,13.2,8.7,6.3,4.7,16.9,82.5,303.2,273.2,181.8,45.4,2.4,6.2,944.5,21.9,27.9,840.7,54
UTTAR PRADESH,UNNAO,14.9,15.1,7.4,3.4,10.5,82.9,249.3,286.4,171.7,56.1,2.2,7.3,907.2,30,21.3,790.3,65.6
UTTAR PRADESH,VARANASI,18.4,14.5,9.5,4.7,11.8,93.9,311.6,281.4,236.6,37.5,12.2,5.5,1037.6,32.9,26,923.5,55.2
UTTAR PRADESH,SONBHADRA,18.1,13.9,10.3,6.3,11.9,126.7,286.4,292.8,211,34.8,5.9,7,1025.1,32,28.5,916.9,47.7
UTTAR PRADESH,MAHARAJGANJ,17.6,9.8,12.9,15.7,36.2,187.5,421.3,371.9,233.4,72.3,4.9,5.6,1389.1,27.4,64.8,1214.1,82.8
UTTAR PRADESH,MAU,15.8,9,9,5.7,19.2,117.7,336.9,323.5,226.6,46.6,7.1,4.2,1121.3,24.8,33.9,1004.7,57.9
UTTAR PRADESH,SIDDHARTH NGR,15.5,10.4,9.3,6,21.8,139.7,357.8,314.7,197.7,63.4,1.6,7.8,1145.7,25.9,37.1,1009.9,72.8
UTTAR PRADESH,KUSHINAGAR,15.3,10.1,10.9,12.7,36.1,182.6,369.4,365.6,240.8,71.4,4.2,7.5,1326.6,25.4,59.7,1158.4,83.1
UTTAR PRADESH,AMBEDKAR NAGAR,14.8,11,8.5,6.2,17.9,102.2,317.8,282.4,202.4,40.2,3.6,6.3,1013.3,25.8,32.6,904.8,50.1
UTTAR PRADESH,KANNAUJ,15.5,11.5,9,3.7,16.2,58.9,244.5,311.4,161.9,61.4,2.9,5.4,902.3,27,28.9,776.7,69.7
UTTAR PRADESH,BALRAMPUR,18.8,16.9,8.2,9.3,38.6,141.4,385.4,329.9,215,72.6,1.2,10.6,1247.9,35.7,56.1,1071.7,84.4
UTTAR PRADESH,KAUSHAMBI,15.5,11.7,8.1,3.4,7.4,72.6,258.8,268,166.2,36.1,6.6,7.3,861.7,27.2,18.9,765.6,50
UTTAR PRADESH,SAHUJI MAHARA,17.3,12,8.6,3.5,8.1,88,275.3,315.5,207.1,36.7,7.8,6.4,986.3,29.3,20.2,885.9,50.9
UTTAR PRADESH,KANPUR DEHAT,13.5,11.4,5.5,2.7,6.3,70.7,237,289.6,167.7,44.4,2.9,5.5,857.2,24.9,14.5,765,52.8
UTTAR PRADESH,CHANDAULI,18.5,12.1,11.6,5.3,10.3,79,302.3,283.8,181,31.8,10.2,3.7,949.6,30.6,27.2,846.1,45.7
UTTAR PRADESH,SANT KABIR NGR,11.8,13.1,10.5,5.1,20.8,139.8,356.7,300.5,193.7,50.9,1.2,6.5,1110.6,24.9,36.4,990.7,58.6
UTTAR PRADESH,SANT RAVIDAS,18.5,12.1,11.6,5.3,10.3,79,302.3,283.8,181,31.8,10.2,3.7,949.6,30.6,27.2,846.1,45.7
UTTAR PRADESH,SHRAVASTI NGR,20.8,16,12.5,9,32.9,154.4,336.8,297.2,205.4,51.2,2.5,9.9,1148.6,36.8,54.4,993.8,63.6
UTTAR PRADESH,AGRA,17.5,9.9,8.9,4,9.3,53.8,227.1,280.9,125.4,28.1,5,4.7,774.6,27.4,22.2,687.2,37.8
UTTAR PRADESH,ALIGARH,19.5,12.6,9.4,5.6,18.4,47.4,213.1,261.9,133.3,39,4.2,6.6,771,32.1,33.4,655.7,49.8
UTTAR PRADESH,BAREILLY,20.3,18.9,12.6,5.6,18.7,96.6,294.7,296.7,165.8,57.9,2.4,6.4,996.6,39.2,36.9,853.8,66.7
UTTAR PRADESH,BIJNOR,34.2,25,24.1,8.2,19.1,92,342.4,321,158.8,40,6.4,11.9,1083.1,59.2,51.4,914.2,58.3
UTTAR PRADESH,BADAUN,13.4,16.1,11.7,3.7,14.5,69.4,252.4,292.7,143.5,58.8,2.7,5.9,884.8,29.5,29.9,758,67.4
UTTAR PRADESH,BULANDSHAHAR,16.2,13.2,13.1,3.9,14,53.4,224.5,254.4,138.4,36.2,4.2,7.5,779,29.4,31,670.7,47.9
UTTAR PRADESH,ETAH,13,12,9.9,4.4,11.6,52.1,201.5,243.1,118.6,41.6,2.3,4.3,714.4,25,25.9,615.3,48.2
UTTAR PRADESH,ETAWAH,13.9,11.7,8.9,2.8,10.5,60.9,222,293.4,151.7,45,2.9,5.9,829.6,25.6,22.2,728,53.8
UTTAR PRADESH,HAMIRPUR,16.1,11.5,5.3,2.1,6.7,76.3,246.6,309.8,164.2,33.3,3.9,6,881.8,27.6,14.1,796.9,43.2
UTTAR PRADESH,JALAUN,13.5,11.2,5.7,2,8.1,65.7,239.5,310.8,158.9,47.2,3.6,5.3,871.5,24.7,15.8,774.9,56.1
UTTAR PRADESH,JHANSI,14.1,10.5,5.3,4.7,8.7,79,271.8,309.9,177.2,37.2,6.6,6.5,931.5,24.6,18.7,837.9,50.3
UTTAR PRADESH,LALITPUR,21,9.4,6.5,3.4,6.8,86.2,321.7,358.1,173.3,34.1,6.7,7.4,1034.6,30.4,16.7,939.3,48.2
UTTAR PRADESH,MAINPURI,11.8,9.5,8.1,3.8,9.9,61.3,211.5,245.9,136.6,40.1,3.7,6.2,748.4,21.3,21.8,655.3,50
UTTAR PRADESH,MATHURA,9.3,11.2,9.5,4.5,9.5,41.3,194.7,241.6,102.3,23.6,3.8,4.6,655.9,20.5,23.5,579.9,32
UTTAR PRADESH,MEERUT,23.2,18.3,16,9.4,14.4,62,267,300.7,148.8,41.6,5.4,11.2,918,41.5,39.8,778.5,58.2
UTTAR PRADESH,MORADABAD,22.5,21.8,13,4.7,15.8,91,292.7,314.8,156.7,47.7,3.3,8.9,992.9,44.3,33.5,855.2,59.9
UTTAR PRADESH,MUZAFFARNAGAR,25,19.6,14.4,5.9,14.3,64.7,265.2,269.7,137.2,34.5,6.2,12.4,869.1,44.6,34.6,736.8,53.1
UTTAR PRADESH,PILIBHIT,20.9,16.9,14.3,5.8,23,112.7,326.5,343.5,205.9,73.6,4.4,7.9,1155.4,37.8,43.1,988.6,85.9
UTTAR PRADESH,RAMPUR,21.7,22.5,19.2,7.4,22.2,107,331.5,321.2,155.8,34,4,11.1,1057.6,44.2,48.8,915.5,49.1
UTTAR PRADESH,SAHARANPUR,26.9,26.5,21.3,5.7,21.2,94.6,277,301.6,131.4,34.5,8.3,14.9,963.9,53.4,48.2,804.6,57.7
UTTAR PRADESH,SHAHJAHANPUR,16.9,17.5,13,4.8,20.2,96.2,290.4,307.3,165.3,68.5,3.5,7.2,1010.8,34.4,38,859.2,79.2
UTTAR PRADESH,GHAZIABAD,19.6,18.3,18,6.1,12.5,44.6,213.5,255.6,128,37,5,8.1,766.3,37.9,36.6,641.7,50.1
UTTAR PRADESH,FIROZABAD,13.3,10.9,7.5,3.8,10.3,59.5,216.9,258.1,141.8,35.5,2.9,5,765.5,24.2,21.6,676.3,43.4
UTTAR PRADESH,MAHOBA,17.4,10.6,4.8,1.2,7.4,66.2,243.1,314.3,152.8,24.9,4.7,5.7,853.1,28,13.4,776.4,35.3
UTTAR PRADESH,MAHAMAYA NAGA,11.5,10.4,10.4,4,10.7,47.8,213.8,244.6,119.2,31.5,2.1,4.8,710.8,21.9,25.1,625.4,38.4
UTTAR PRADESH,AURAIYA,13.5,16.5,7.7,3.2,10.8,59.8,226.9,268.3,145,50.7,3.7,5.8,811.9,30,21.7,700,60.2
UTTAR PRADESH,BAGPAT,17.3,16.3,12.7,7.4,13.6,42.8,194,220.3,88.2,21.6,4.9,7,646.1,33.6,33.7,545.3,33.5
UTTAR PRADESH,JYOTIBA PHULE,22.8,15.7,15.9,4.4,13.9,59.7,279.3,298.5,145.5,48.6,5.3,7.8,917.4,38.5,34.2,783,61.7
UTTAR PRADESH,GAUTAM BUDDHA,19.2,9.3,12.4,5,6,36.9,181.7,228.6,125.6,35.8,3.4,5.4,669.3,28.5,23.4,572.8,44.6
UTTAR PRADESH,KANSHIRAM NAG,16.5,9.5,11.4,4.4,13.2,52,224.7,274.6,150.2,53.4,2.9,5.6,818.4,26,29,701.5,61.9
UTTARANCHAL,ALMORA,46.2,46.8,47.4,25.5,46.7,132.3,299.9,276.9,149.3,57.2,8.1,21,1157.3,93,119.6,858.4,86.3
UTTARANCHAL,CHAMOLI,57.5,77.7,81.9,42.9,69.4,108.7,289.6,329.2,131.8,43.5,10.2,24.6,1267,135.2,194.2,859.3,78.3
UTTARANCHAL,DEHRADUN,51.7,49.3,49.8,24.2,50.8,185.2,683.3,673.9,259.7,62.6,12.9,20.5,2123.9,101,124.8,1802.1,96
UTTARANCHAL,GARHWAL PAURI,43.1,33.2,35.5,19.4,38.3,123.5,452.5,443.7,193.8,55.7,7.4,17.9,1464,76.3,93.2,1213.5,81
UTTARANCHAL,NAINITAL,46,41,37.7,20.9,54.4,205,514,458.3,261.8,82.2,6.5,15.9,1743.7,87,113,1439.1,104.6
UTTARANCHAL,PITHORAGARH,50.3,57.4,65.6,46.2,93.5,299.6,555.8,538.9,293.6,65.3,12.5,19.3,2098,107.7,205.3,1687.9,97.1
UTTARANCHAL,GARHWAL TEHRI,54.6,52.2,56.3,31.7,55.9,136.2,371.5,366.7,172.7,48.4,10.3,28.5,1385,106.8,143.9,1047.1,87.2
UTTARANCHAL,UTTARKASHI,70.9,72.8,84.9,48.5,102.1,147.6,380.6,405.2,215.2,59.6,13.3,25,1625.7,143.7,235.5,1148.6,97.9
UTTARANCHAL,HARIDWAR,33,35.9,30.4,12.2,21.8,105.7,332.4,367,156.8,29.7,4.4,14.6,1143.9,68.9,64.4,961.9,48.7
UTTARANCHAL,CHAMPAWAT,43.5,39.3,33.7,26.9,52.5,213.1,465.9,406.3,234.4,77.4,8.2,22.7,1623.9,82.8,113.1,1319.7,108.3
UTTARANCHAL,RUDRAPRAYAG,75.6,73.3,85.4,54.7,94.1,217.7,578,639.4,236,52.6,13.7,30.4,2150.9,148.9,234.2,1671.1,96.7
UTTARANCHAL,UDHAM SINGH N,30,19,15.7,9,32.9,147.4,402.9,365.8,203.8,73.5,4.5,9.4,1313.9,49,57.6,1119.9,87.4
UTTARANCHAL,BAGESHWAR,46.2,46.8,47.4,25.5,46.7,132.3,299.9,276.9,149.3,57.2,8.1,21,1157.3,93,119.6,858.4,86.3
HARYANA,AMBALA,38.9,31.6,25.3,7.7,20.5,105.2,307.8,326,177.6,34.4,8.8,20.9,1104.7,70.5,53.5,916.6,64.1
HARYANA,GURGAON,10.2,11.7,7,6.4,13.9,38,169,185.2,80.1,12.7,5.5,4.3,544,21.9,27.3,472.3,22.5
HARYANA,HISAR,11,12.2,9.7,7.4,14.5,35.1,118.8,113.8,57.4,13,4.5,4,401.4,23.2,31.6,325.1,21.5
HARYANA,JIND,16.4,18.7,12.4,5.4,14.9,40.7,142.3,147,85.6,15.8,5.1,4.8,509.1,35.1,32.7,415.6,25.7
HARYANA,KARNAL,30.3,21.4,19.4,8.9,13.1,60.3,197.8,224.3,94.6,26.2,5.9,12.2,714.4,51.7,41.4,577,44.3
HARYANA,MAHENDRAGARH,11.8,10.9,9.4,5.3,18.9,43.5,154.3,144.4,53.2,14.1,3.5,6.9,476.2,22.7,33.6,395.4,24.5
HARYANA,ROHTAK,19.3,16.8,17.7,9.3,19.8,49.5,194.1,195.8,68.6,13.4,5.8,7.9,618,36.1,46.8,508,27.1
HARYANA,BHIWANI,14.6,10.4,8.1,5.5,11.2,32.3,128.2,132,56,13.4,4.2,3.6,419.5,25,24.8,348.5,21.2
HARYANA,FARIDABAD,16.5,12.3,10.4,10.7,16.1,42.2,201.6,234.7,121.7,18.7,6,6.7,697.6,28.8,37.2,600.2,31.4
HARYANA,KURUKSHETRA,28.7,19.4,21.5,9.8,10.2,66.3,202.3,203.3,91.1,23.5,5.2,10.1,691.4,48.1,41.5,563,38.8
HARYANA,SIRSA,11,11.6,10.1,5.5,12.1,23,99.8,81.7,37.6,13.4,4.9,2.8,313.5,22.6,27.7,242.1,21.1
HARYANA,SONEPAT(RTK),19.4,15.6,14.4,9.6,16.7,46.2,194.4,208.5,85.2,20.4,5.9,7.9,644.2,35,40.7,534.3,34.2
HARYANA,YAMUNANAGAR,42.5,34.9,31.9,15.1,26.4,117.8,304.4,325.4,144.5,36,6.8,21.3,1107,77.4,73.4,892.1,64.1
HARYANA,KAITHAL,17.7,15.2,12.5,5.6,8.5,42.2,128.3,140.1,73.4,14.2,3.9,4.9,466.5,32.9,26.6,384,23
HARYANA,PANIPAT,20.6,15.8,12.6,9.5,9.9,55.1,176.2,203.9,86.5,21.8,4.7,7.5,624.1,36.4,32,521.7,34
HARYANA,REWARI,9.1,8.7,5.2,3,9.9,33.1,150.1,183.5,69.1,13.2,3.5,3.8,492.2,17.8,18.1,435.8,20.5
HARYANA,FATEHABAD,16.7,11,11.2,6.8,14.9,31.3,104.3,95.9,51.5,12.4,3.6,5,364.6,27.7,32.9,283,21
HARYANA,JHAJJAR,12.4,12.5,9.7,7.5,10.6,34.4,159.3,151.2,72.4,11,3.4,4.6,489,24.9,27.8,417.3,19
HARYANA,PANCHKULA,43.6,37.4,27.8,11.5,27.9,105.6,327,346.6,171.2,18.7,12.2,18.7,1148.2,81,67.2,950.4,49.6
HARYANA,MEWAT,9.4,9.6,6.3,5.2,9.8,41.3,167.2,194,99.3,20.7,4.1,5.1,572,19,21.3,501.8,29.9
HARYANA,PALWAL(FRD),9.1,7.9,5.9,4.3,7.7,28.1,160.4,171.8,86.6,20,3.1,3.2,508.1,17,17.9,446.9,26.3
CHANDIGARH,CHANDIGARH,44.3,38.9,33.2,14.8,30.1,120,282.4,287.5,154.3,31.8,9.9,23.4,1070.6,83.2,78.1,844.2,65.1
DELHI,NEW DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7
DELHI,CENTRAL DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7
DELHI,EAST DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7
DELHI,NORTH DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7
DELHI,NE DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7
DELHI,SW DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7
DELHI,NW DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7
